Komentar
"Subhanallah bg, sangat bermanfaat ilmunya bg"
"padahal udh di larang, masih di pake. di amerika aja cuma di siram air biasa,."
"Mantab mas Fajrul, ilmu anda di share pada waktu yg tepat, ini salah satu bentuk perlawanan dg keahlian anda sbg ilmuan "
"0:31 sejarah gas air mata
3:17 apa sebenarnya gas air mata itu?
5:28 efek gas air mata
9:43 gas air mata kadaluarsa"
"Bneran jdi keinget tragedi kanjuruhan, bnyk xl korban, manusia di samain ama nyamuk, harus pda tau tu polisi  biar jangan ada korban lgi, mudah2n polisi liat ni video c abang, biar pitar"
Bro ini membicarakan topic di waktu yang tepat
"Oww.. berarti lebih efektif bawa bekal air, dri pada odol."
Barakallahu fiikum bang
"sebenarnya SOP dari penggunaan gas air mata itu gimana sih ? bukannya harusnya digunakan dalam keadaan yang benar - benar darurat ya ? ya maksudnya seperti tragedi di Kanjuruhan misalnya itu kan seharusnya dilarang buat menggunakan gas air mata (dan ya dampaknya fatal karena digunakan dalam ruangan tertutup), dan sebenarnya pemahaman para aparat polisi dalam SOP penggunaan gas air mata itu seperti apa ?"
"Wait,gas air mata dilarang di peperangan yang adalah tempat untuk saling membunuh,sedangkan diizinkan digunakan kepada rakyat sipil"
"1.Siapin botol kaca yang mudah pecah lalu masukin cairan yang mudah terbakar kedalam botol itu ( Jangan sampai bocor ).
2.Masukin kain ( Sumbu ) ke dalam botol itu.
3.Bakar sumbunya.
4.Lempar ke orang² tlol yang nyusahin rakyat.

Pakai secara bijak guys."
"Urutan ke 5, sekarang kebik bang.. Kasih gas air mata dulu, terus masa lemah dipukul pake pentungan, terus ditendang. Kalo dah ga bisa apa2 baru di kasih lisan (kebun binatang) dan terakhir persuasif dengan membubarkan diri (kabur) "
Video yang bagus disaat kondisi negara kita yang tidak baik-baik saja
3:33 itu gibran kah?
Thanks bro ...
Cara mengatasinya: redam sumbernya. Dekati dr arah berlawanan angin. Trus tutup dgn (banyak) karung basah. 
Sangat bermanfaat
Banyak pemuda-pemudi Indonesia yang yang terbantu & teredukasi ama semua konten mendidik lu bang. Lu keren bang. 
"Makasih bg infonya, Saatnya meluncur ke DPR..."
ngeri om fx
Mahallll
"alasan w g bisa ikut demo krn GAS AIR MATA ini , krn w punya penyakit paru paru . cmn bisa berdoa yg terbaik buat pendemo !"
Viralkan sebelum di hapus karena ini sangat bemanfaat
PANJANG UMUR PERJUANGAN 
"bawa truk sedot wc aja deketin sama para aparat yang jaga di DPR, selain tinja ada gas metana yang bisa digunakan buat giveaway ke aparat"
1:21 senyawa yang bisa membuat irit ya bang? 
W Fajrul!
"Kasih tau juga mas cara mengendalikannya dengan cepat dan aman. Berkaca dari demo pati kemarin, ada gas air mata yang masuk ke pemukiman dimana disana banyak anak2 kecil. Walaupun didalam rumah tetap terkena paparannya"
Gercep bang
Semangat bang
Kereen
"Terima kasih atas ilmu dan wawasan, bang Fajrul"
"ooh, nice timing.."
ada  instansi yang punya akses gas air mata dan mobil baja tapi unitnya ga ditempa  buat nurut chain of command
"wih udah lama ga nonton, dulu perasaan  subscribe nya masih ratusan ribu awal. Sekarang udah 1 juta gokil bang"
"Yeay, science sangat berguna"
"Utk mitigasi. Bisa pakai masker basah. Dan bawa spray mini isi air utk membasahi mata dan masker.
Sebisa mgkin nafas melalui mulut. Krn mukosa mulut lebih tahan iritasi."
"Contoh demo tadi pagi ojol dimako brimob tentara tanpa senjata pun mampu membubarkan massa.. polisi dengan gas air mata g mampu bubarin massa, jadi masalahnya adalah pendekatan.. tni itu humanis anggep rakyat atau massa sebagai teman sendiri berbeda dengan polisi yang dianggap musuh oleh massa atau rakyat krn pake kekerasan yaitu gas air mata itu td, justru yang bikin ricuh itu krn pelemparan gas air mata itu td"
Dan juga cara terbaik untuk tidak terpapar gas air mata adalah menutup mata dan juga menutup mulut atau menutup salur pernapasan atau hidung setelah itu menjauh dari paparan gas air mata dan benar yang dikatakan oleh mas fajrul menjauh dari gas air mata tapi menjauhnya berlawanan dengan arah mata angin
"kalo memang di indonesia banyak ahli kimia di kampus"" kenapa tidak minta tolong untuk dibuatkan gas air mata versi masyarakat saja. kita lawan gas air mata dengan gas air mata juga."
"Dan yang mereka pakai juga gas air mata yang sudah kadaluwarsa , miris yah"
Benar2 bahaya apalagi kedaluwarsa. Seoerti yang ditemukan netizen baru2 ini
Ga kebayang paniknya orang orang pas kejadian di Kanjuruhan beberapa tahun lalu
Tutorial datang di waktu yang tepat
"di indonesia gas airmata ditembakan secara membabi-buta, bahkan berani menembakan gas airmata ke pemukiman padat penduduk.."
"Pernah liat di reels bang, ada yg bawa mini galoon isi air ½, buat netralisir AoE nya, supaya gas nya ga makin nyebar."
9:00 di Indonesia langsung di tembakin kearah masa wkwk
"Spill cara melempar balik tabung gas aer mata nya bro bahan apa kira kira yg bisa nahan panas tabung nya untuk dipegang, misalnya berlapis lapis sarung tangan karet kah atau apa gitu,terus cara netralisir sakitnya.... informasi ini kalo d sebar akan lebih berguna drpd tau bahan bahan nya"
"Pantes lebih sering di pakai untuk memundurkan masyarakat yang demo 



FYI gas air mata gak ngaruh ke pascol "
"terima kasih bang, ini bisa jadi tutorial yang bisa langsung dipraktekkan besok di depan gedung tempat berkumpul lalu menyuarakan aspirasi kami meski anarkis atau tidak tergantung bagaimana para keparat menindak lanjuti dengan separatis atau seporadis."
Makasih mas fajrul... Tanpa d sadari.. Sangat membantu saat ini
Semua aturan pemakaian gas air mata di langgar semua disini yg baru2 di stasiun yg dimana itu tempat tertutup dan banyak orng2 yg g tau apa2 kena imbas
Bang bahas gas air mata yg dimasukan ke galon agar di jinakan
Menurut saia gak tepat di namakan gas air mata..   Tapi saia lebih setuju gas cabe yang biasa kita hirup jika kang nasi goreng masak yg pedas..   jika gas terhirup sedikitpun bisa membuat batuk & mata perih.
"Di google banyak, bisa di netralisir pakai larutan basa kuat, salah satunya larutan soda, larutan sabun, dsb. Tpi ya gitu, harus ada yg berani ambil tabungnya buat masukkan ke galon yg berisi larutan basa. Di LN ada kok video yg contohnya."
TERIMAKASIH BANG. BAHAS KIMIAWI2 SEPUTAR DEMONSTRASI LAGI DONG BANG. EDUKATIF BANGET.
Mantap BG.... Sangat berguna 
"siap, laksanakan"
"ini penting nih,makasih bang"
Gercep
udah ada penjelasannya di channel fajulFX di menit 9:50
bang saya penggemar abang loh! saya doain abang masuk syurga
mantap edukasi
Keren mas terimakasih informasinya
"thanks atas informasinya, nnti kita bkin masker anti gas air mata khusus"
mvp kita
Play for kanjuruan 8:38
"berguna banget 
gak sia sia di subscribe"
"7:15 
Pakai masker gas pasti aman"
tutorial melemahkan serangan gas air mata mas
"Terimakasih kak ilmunya,, "
"Nitip aspirasi :
1. Sahkan RUU hukuman mati dan perampasan aset koruptor
2. Rombak sistem parlemen agar anggota DPR yang melenceng jauh dari aspirasi rakyat bisa dipecat oleh rakyat.
3. Rombak sistem penghasilan DPR dan pejabat berdasarkan UMR (misalnya maksimal 5x UMR), agar mereka bener2 mikirin kesejahteraan rakyat."
terimakasih 
Terimakasih infonya
"7:15 pakai masker gas yang lagi demo, tentu aman kata bang fajrul"
Itu namanya gas anti kritik rakyat
bro melakukan perlawanan jalur sains menyala bang fajrul !
Kita ga akan lupa saudara2 kita yang meninggal di Kanjuruhan karena gas air mata polri
"Semalem ane kena bang demo di Polda DIY, pas jatuh di kepala ""pletak"" (untung pake helm) saya pikir batu, ternyata gas air mata, mana jatuh pas depan muka, perih mata, batuk, sesek, lendir keluar semua, serasa digurah "
"Bener om, momok dengar namanya dan segenting apa situasinya bru dpt oleh2 gas winter sonata gini."
Nah ini yang kucari cari bang. Makasih bang ilmunya
"Cara mengatasi gas air mata yaitu Dengan penutup kain,masker,atau gasmask medis atau gaya militer...."
Stay safe semua
"Kalo liat di luar  negri liat gas air mata dimasukin ke galon berisi air,,terus ada juga yang dimasukin ke kantong anti air terus pake campuran gula katanya itu bisa melemahkan effect nya"
next bahas molotov bang kandungan kimia dan efek yang ditimbulkan
"Instansi yang paling banyak mematikan rakyat. Bayangkan ada satu hari 200 orang lebih wafat karena gas air mata exp, saat sedang menonton bola"
Lemah terhadap air .. ketika selongsong nya di tembakan bisa langsung tutup pakai kain basah supaya mengurangi penyebaran asap nya
barusan muncul di instagram demonstran di luar negeri kemungkinan di taiwan itu setelah di tembakan langsung ditutup pakai cone orange terus di siram air dari lubang atas cone sampai mati tapi ntah sama atau tidak gas air mata yang di pakai di video dengan yang dipake aparat (gak taunya video nya di insert di video ini)
"Saya bingung, kalo non lethal kenapa sulit dibeli di Indonesia?
Dan yang kedua, apakah cs ini bisa jadi alternatif sambal?"
"Terima kasih bang infonya, salam warga Jakarta "
jangan lupa 135 orang meninggal di tragedi kanjuruhan akibat gas air mata
alfatihah untuk korban gas air mata kanjuruhan 
"Tapi emang ilmu pengetahuan itu penting banget, seandainya mereka para pendemo punya ilmu yang pas buat ngelawan, wah pasti berguna banget sih"
beli masker gas full wajah  (jgn yg half) supaya gak hirup efeknya dan gak kena mata. seperti masker gas yg di pake tentara perang dunia 1 demi gak terkena senjata gas nerve mustard
Nice info sekarang aku udah lebih prepare bang
Iya tau. Waktu demo hong kong 2019 juga pernah lihat ada yang share
Bro tau marketnya d mnaa mantapp bang
Ayok bikin
terimakasih bang
Laah kita butuh konten ini
siap siap bawa masker gas
thanks sir
"Makasi bang infonya, teori udah ada tinggal praktek aja"
"nice info bang, makasih"
Next tutorial cara menghadapi gas air mata 
Terima kasih ingfonya bang fajrul
the best dirimu bang
"mantap bg fajrul 

semangatt terus bikin konten edukasi lainnya"
Bro is the real senku in real life 
Akhirnya di react
7:12 Tutorial dimulai
makasih penjelasannya bang
pake kaca mata renang + masker kain basah 
Bang makasih infonya nanti di praktekin
Respect bang Fajrul (guru fisika ku di YouTube)
"Next cara membuat molotov bang, bahas pake sains molotov paling ampuh"
Rest and piece 
"Terima kasih Bang, jadi tahu bagaimana cara hadapin"
mantap
Hadir
Kalo udah perang saudara baru dilarang 
tapi sayangnya kemaren pas demo gas air mata yang digunakan pada kadaluarsa walaupun ngga semuanya
"Jadi inget tragedi Stadion Kanjuruhan, Malang, itu manusia-manusia bergerombol di lorong tribun ditembaki gas air mata."
"""Knowledge is Power""
Invoker."
Mantap :D
Mantap bang
Mantap mas tinggal ada yg bahas nih strategi mengepung dpr dari bebrbagai sisi biar lebih efektif demonya
"lu udah berjuang sesuai kapasitas lu bang, mantap"
Inget tragedi kanjuruhan
"Bang semua kata, point, dan sumber peraturan nasional/internasional yg lu sampaikan semua itu ada di skripsi gua. Kebetulan jumat kemarin baru sidang akhir dan lulus hehe"
Makasih bang
"R.I.P
affan kuniarwan."
"Fixx pertama, btw semangat bang"
Kasih tau kesemua orang yang sedang menegakkan kebenaran 5:06
Jadi keinget tragedi Kanjuruhan
amazing
"saran bang, ngasih edukasinya sekalian ke tukang pukul yg pake itu benda. mereka kurang edukasi dan minim literasi"
Next tutorial buat melawan gas air mata bang
"Sudah diajarin mengatasi gas air mata. 
Tinggal atasi cara aman pas dilindas mobil baracuda"
"next cara kerja flashbang , bang"
wow bro membuat videonya di waktu yang tepat
"Jika tau komposisinya, maka masyarat sipil bisa memproduksi"
Tolong dong itu polisi kasih gas air mata tapi udh EXPIRED dan masih di gunakan. Bahayanya apa saja kakk.. Tolong di bahas 
Bang bahas kalau gas air mata itu di gunakan di luar masa expired
"Bang fajrul fix mau bantu orang demo dengan kasih info tentang gas air mata.apakah bang fajrul kasih info ini kerana banyak kasus fatal berkaitan gas air mata?mudah-mudahan bang fajrul baik-baik saja dan dilindungi Allah,aamin."
Hi bang
Kalau temen2 yang demo bisa buat begini bakalan imbang.. 
ILMU MAHALLLL
izin clip video beserta credits untuk yt & ig bang
Rendam dgn air di dalam galon baru hilang tuh gas air mata.ambil gas air mata lalu rendam dalam galon air
"pernah ngebayangin andai di setiap gerakan demo ada tim khusus penanganan gas air mata, bawa masker full face dan siap ambil gas yg baru ditembakkan trus lempar lg ke pengirim ny.. wkwkwkkwkkwk"
Mantap
"bang fajrul memberikan video yang bagus, namun gas air mata kita itu expired, lebih berbahaya menjadi sianida gas air mata ini sekarang racun :("
"bang fajrul, bahas flashbang juga dong, kenapa bisa seperti itu, isi komponen dalam flashbang, cara kerjanya"
"Odol sebenernya memperparah iritasi. Bayangin aja pembersih gigi dibandingin kulit wajah. Deket mata pula. Sabun wajah sama sabun badan aja sengaja dibuat beda, karena tipe kulitnya beda. Lah ini apply pembersih gigi di kulit wajah ya kebangetan."
Di indo gas air mata di campur dengan zat berbahaya yg bisa menyerang jantung bang
"Bnyk yg bilang kalo gas air mata yg dipake buat demo itu sudah kadarluarsa, miris "
jadi teringat tragedi di sebuah stadion liga indo
Haloo bang Fajrul
"sedang maracik counter dan equipmentnya, bersiap bertempur"
kan bisa di defuse 
Bro mengekspresikan perlawanan melalui ilmu pengetahuan  Big Respect Bang Fajrul.
"7:33 klo udah kena parah biasanya orang"" pake Bodrex atau Panadol buat hilangin rasa perihnya"
tutor menetralkan gas air mata biar langsung padam
bahas LRAD bang fajrul
turorial molotov bang
Kusaranin sih buat yg demo wajib bawa kaca mata renang yang gede dan masker gas kalo ada yg full face lebih baik dari pada pasta gigi
"bang Gimana cara membuat pelontar gas air mata sederhana agar bisa di lempar balik ke Pak Polisi, Gunakan rumus fisika gaya sentrifugal agar mendapatkan Jarak maximal"
Belum lagi yang kadaluarsa
kelas king
Next cara bikin TNT bang
Bang ajarin cara bikin senjata kimia dengan bahan - bahan dari dapur
hmm bang. bahas tentang reaksi thermite yang dia bisa ngelelehin besi dengan gampang dari bahan yang mudah diperoleh. sehingga sering digunakan oleh terorsi dalam membuka brankas/ pintu yang terkunci dalam serial breaking bad
Bahas juga gas air mata yang expired bang?
3:32 mirip mulyono
Di Surakarta ini tadi di spam Dengan dosis tinggi dan menyebar ke satu kota
Makasih bang angkat kasus kanjuruhan mereka korban soalnya di anggap sporter yg buruk
bang bahas kendaraan taktis brimob barracuda yang memakan korban.
"Oo pantesan, itu pula mungkin salah satu penyebab harga cabe sewaktu2 jadi mahal, mungkin karena banyak di ambil senyawanya utk bahan campuran gas air mata "
uppp
REBEL 
Beliau berkontribusi dengan cara yg berbeda.
Capcai sin? Enak tuh
"Yang bahaya itu, DEMO gak jelas kaya kemarin. Bikin macet, pedagang kaki lima gak bisa jualan bebas, yang mau kerja jadi gak bisa, pengiriman barang terlambat bahkan sd reject  bahkan bisa sampai investor kabur karena gak kondusif. Gw rasakan bener, ambulan mau anter orang hamil aja susah. Giliran DEMO ada yg mati minta KEADILAN"
next bahas Molotov
0:03 eh mas next video DIY merakit granat air mata. Saatnya bubarkan parasit.
"Agar bisa menghindar dari gas air mata adalah membungkus dengan kain basah botol gas air mata tepat setelah jatuh ke tanah, kemudian lemparkan kembali menjauh dari diri kita.. wkwk"
"Makanya kalo demo, pakai helm tutup kaca dan pakai masker juga."
"Lebih bahaya lg,pemuda yg gak peduli kerena sudah dapat pendapatan yg banyak"
Masa kami demo dahulu kami pakai cermin mata renang
Bikin video bagaimana DPR bekerja dan cara mengatasinya bang
Bang bahas gaya kinetik tabrakan yang diperlukan untuk menghilangkan nyawa seseorang bang. Butuh berapa angka yang diperlukan
"gas air mata yang kadaluarsa harusnya ngga memberikan efek yang potent alias harusnya tambah lemah... itulah sebabnya ada masa kadaluarsanya.... masa kadaluarsa ini adalah parameter dari kuat dan lemahnya efek. ga ada gas air mata kadaluarsa efeknya makin kuat, ga ilmiah itu"
"Pernah liat clip demo kemarin ada bapak-bapak yang ngomong ""air mata ku udh kering masih kau lemparin gas air mata, wassuuu"""
"Bang ada chanel lain mengutip ucapan dr ahli kimia asal university of Venezuela yg mengatakan bahwa efek dr gas air mata yg kadaluarsa bisa berubah jd gas beracun yg hampir sama digunakan di perang dunia 1.
Tolong penjelasannya."
Halo bang
Senjata untuk membuat masyarakat bungkam
pertama kali merasakan kena gas air mata kemaren tgl 13 agustus di pati rasanya perih bngt apalagi yg sudah exp 2022
"tragedi Kanjuruhan, penonton di tribun gabisa keluar dilempari gas air mata"
YA TUHAN BERIKAN KEADILAN PADA NEGERI INI DAN TURUNKAN PENGHUKUMAN PADA ORNG DZALIM YG MEMERINTAH NEGERI INI! 
Yoo
Halo
Berarti bisa di counter pake kipas angin embun yang biasa di kondangan ya bang?
""
Capcai cin
"Apakah ada counter untuk gas mata air ini gak,contoh masker dan kacamata gitu?"
Next peluru karet bang
"Bagi tutorial melawan senjata baja, Bang Fajrul"
Kemarin ada DEMO di Pontianak lalu ada berita yg berhubungan dengan gas air mata
"Kain basah, atau Masker Gas sekalian untuk temen2 pejuang"
"Bang coba bahas ""cara kerja tv tabung"" "
"ini dampak polisi masuk lewat jual sawah, dan tidak tahu aturan, .."
Di perang di larang tp untuk rakyat boleh lucu amat yah yg bikin aturan
Baru tadi sore kena gas air mata ternyata rasanya perih dan napas sakit 
Next bahas molotov bang
jadi ingat tragedi stadion sepakbola Kanjuruhan Malang Jawa Timur
Kayak yang buat menghentikan demo
"mereka menggunakan gas air mata, kita balas dengan gas klorin "
pake kacamata renang kayaknya lumayan bisa mengurangi rasa panas di mata
Pajak dari rakyat diberikan ke rakyat lagi berupa gas air mata.. hihi
"Gila sih, dilarang buat perang, tapi di perbolehkan buat rakyat."
Siapapun plis download video ini sblm knp2
setahu gw bisa di neutrelize jadi caranya si selongsong yang ngeluarin asep itu di rendam bisa masukin ke con trus isi air atau ke botol(galon)
"pake gas mask gp5 kemarin aman gw , maklum ada harga ada kualitas perdana tester ni gp5"
next molotov bang dan lebih bahaya mana gas air mata atau molotov sama apa dampakmolotov dan gas air mata bagi udara
Bro mengedukasi kita di waktu yang tepat 
Bang bahas sains anime dr.stone lagi bang
"Bedanya yang dipakai sama polri itu bisa meledak, menimbulkan efek seperti granat/flashbang"
Bang fajrul katanya gas air mata yang udh kadaluwarsa itu bisa terurai trs jadi gas fosgen sama sianida itu bener apa enggak?
"dia bisa di netralin gka sih bang? soalnya aku pernah liat ada orang luar pas demo ada yang bawa galon plus air campuran apa gitu, atau itu cuma air biasa dan dia cuma make galonnya aja buat meminimalisir penyebaran partikelnya?"
tolong jelaskan bahaya gas airmata kadaluwarsa yg sering digunakan aparat
Bantu share ke teman teman dan grub grub video ini gays
saya pernah liat orang masukin gas air mata nya ke Galon isi air gatau isi cairan apa tapi mereka berusaha untuk memberhentikan efek gas airmata nya saya pengen tau cara meng counter nya
"bang bahas dr stone lagi, tentang baterai kristal di alat Medusa apa ada hubungan nya sama pemantik korek"
"Sudah d download,d share.
Tinggal DO DO DO"
Bang next tolong bikin bagaimana bahaya nya kena senapan laras panjang di kepala dan cara mengatasinya 
"Para ketua (Rakyat) ingin mengevaluasi dan meminta penjelasan dari para wakilnya (DPR), ehh wakilnya malah cuti tanpa izin dari ketua, bikin ketua nunggu sampe malam dan tau"" pas malamnya wakil malah mengirim pasukan sabotase, na'as salah satu ketua gugur dalam insiden sabotase tersebut.

Sungguh wakil"" di Indonesia sangat tidak beretika, wakil berani melawan ketua, melukai, menghina bahkan menghilangkan nyawa ketua, kejadian yang sangat memalukan sepanjang sejarah Indonesia, saya sendiri tidak sanggup membayangkan bagaimana kecewanya para pahlawan apabila mereka melihat kondisi sesuatu yg telah mereka perjuangkan hingga mengorbankan nyawa mereka."
"Makasih bang fajrul ilmu nya،, mohon info tambahan, klo utk penggunaan obat maag utk meringankan efek gas air mata apakah ada dasarnya?"
jangan lupa pakai kaca mata renang yang demo
waw
tutorial yang sangat baik untuk menggulingkan rezim
Masih belum lupa kejadian di Kanjuruhan yang disebabkan dilemparkannya gas air mata
Bang next bahas gimana reakasi kimia bisa menciptakan ledakan besar
STAY SAFE BUAT YG LAGI DEMO
Bang coba bikin tutorial bikin c4 yg murah 
Pendemo: ini yang kami cari selama ini 
Next cara merakit molotov
Infokan cara counternya bang
"Ngga tepat kalo disebut tidak mematikan, yang tepat itu kurang mematikan"
Bobi bola mengatakan: 
"Jadi keinget dulu, lagi didalam ruangan tertutup malah dilempar gas air mata sama pulici, gila hampir pingsan gw"
halo bang
Pernah terpapar sedikit saja.. langsung batuk2 dan sesak nafas.. mata belum kena.
bang coba kasi tau cara rakit c4
"Bang bahas kandungan thermite untuk mobil van taktis, dan bahas plat anti pluru titanium plate harus brp mm?"
gas air mata udah di bahas.. coba bahas granat kejut atau Flashbang bg. apakah efeknya sma kya di game Point Blank?
Upload ulang deh
""
Ya
Canon water + gilingan cabe+merica giling lbh ampu dr gas air mata 
"Pendemo jadi amburadul karna gas air mata, eh malah ada baracuda"
"Oleoresin capsicum pun kadang untuk sensi pedas pada makanan yah? Karena aku pernah baca sedikit komposisi pada produk makanan..hmmm menarikk penjelasannya, jadi suka berbau sains dong, selain sudah baca buku claras medal feby indirani yang penasaran hal fisika"
Tutorial bikin buat ledakan kecil bang 
Ini bantu kita demo
Bagaimana cara mengetahui dosis yang aman dan lingkungan yg terkontrol ?
Btw masker gas yang full face serta dijual di online shop bisa nahan gas air mata gk bang
"Mungkin isilop nya kasihan kalo dikasih gas yg masih baru, makanya dikasih yg udah kadaluarsa biar gak terlalu perih  ehh malah dikira sebaliknya.."
Tutor bikin molotov bang
Berani gak ya yg menembak gas air mata itu tidak pakai masker dan sama sama ngehirup? Kalo gabrani knp dia mau nglakuin itu
"kalo gw ikut demo sih selalu bawa gas mask gp 5 Rusia, paling ya kalo kena kulit merah² doang sih cuma gak ada yg namanya sakit mata sesak nafas segala macem malahan gw masukin dalem kaleng cat tuh gas air mata Ampe habis "
"Kan bisa dicounter, pake zat kimia lain"
Bang fajrul pasti pernah lihat video demontrasi di luar negeri yg dimana di video itu ada orang yg bawa semacam jerigen berisi cairan dan pakai masker gas dengan gagahnya mengambil satu persatu gas air mata. Nah pertanyaan saya itu cairan apa bang ?
ada yang masuk rumah warga disabilitas
capsaisin klo bahasa hokian itu 10macem sayur tapi rasa asin
Menunggu crunslab
Yuk kita dukung BRIMOB dan POLRI
"Bang, kapan review uranium nya bang? :)"
Pertama 
"Yaaaa, sering di spam aja ni gas"
Bang tolong bahas secara Fisika kejadian ojol yang dilindas polisi
"Lebih bahaya water Cannon apa gas air mata, dan biasanya tekanan yg dipake sebesar apa buat water Cannon pengendali massa?"
Dan Indonesia memakai nya di ruangan tertutup
"terima kasih bobby bo- i mean, bang fajrul"
"dilarang untuk perang , dibolehkan untuk rakyat sipil..
padahal kalo kita perang segala cara bakal kita lakukan untuk menang,.."
Bahas 31/ATLAS bg
Kalo gas air mata kadaluwarsa gimana?
"Misal filter karbon aktif dan elektroda seperti yang terpasang pada cerobong industrial apakah dapat mengikat partikel zat yang terdapat gas tersebut?
Seingatku dulu waktu belajar di klas karya ilmiah partikel gas air mata punya masa yang lebih berat juga. Apakah suhu juga bisa mengangkat partikel tersebut ke atas ketika dipanaskan seperti halnya partikel carbon?"
Seharusnya gas air mata dilarang
bang bahas konsep peluru fisika terhadap armor tank
tutorial bikin molotov bang
"Kukira video lama, ternyata baru upload"
Ada satu senjata mudah buat yang lawan gas air mata
"yang jadi permasalahannya SOP polri dalam penggunaan gas air mata ini jelas nggak? kok bisa ada kejadian kanjuruhan, dan yang kemaren kemaren di ruangan tertutup stasiun di jakarta"
""
Kalau water cannon itu apa?apakah cuma air yang di semprot dan gada efek apa²
Seharusnya sudah tdk boleh lagi menggunakan gas air mata.
"Bang, tutor bikin molotov "
"Pake kacamata renang, dan basahin masker"
Adakah cara buat gas air mata yg low budget?
"bang fajrul, mau tanya, ada sekelibat video di IG tentang mengatasi gas air mata juga, katanya pake jirigen yang ada larutan baking soda gitu, itu bisa gak ya ? video itu dibuat pas kejadian barikade di chili, dengan menutup tabung gas air mata yang sedang mengeluarkan asap dengan menggunakan tabung berisi air dengan asap putih didalamnya"
Kalau gas air mata expired 3 tahun lalu gimana?
Jauh lebih pedes / panas capcai sambel mas.
Bang mau tanya kira kira kembang api sama gas air mata mematikan yg mana?
"RIP Affan, korban kebrutalan Brimob..."
mana gas air mata polisi konoha ada isu kadarluasa 
Yg paling bahaya adalah yg udh kadarluwarsa
Maksudnya lingkungan terkontrol adalah seperti di stadion. Ya kan pak pol?
Penegak hukum di Konoha emang bener2 dah  didunia perang aja dilarang tapi dipakai buat membubarkan warga sipil  the real penjahat perang modern 
"lu aja gih jadi dprnya, gw rasa loe, jerome dkk lainnya lbh pintar daripada yg duduk dsana skrg"
Ada alternatif masker gas nggak bang?
Cara menghentikan gas air mata gimana prof?
